freq,unit,na_item,geo\TIME_PERIOD	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 
A,CLV10_MEUR,B1GQ,DE	2044382.0 	2083697.0 	2063342.4 	2112695.3 	2145318.4 	2162605.9 	2201363.3 	2245697.2 	2288079.4 	2354719.8 	2394313.7 	2389573.6 	2372843.7 	2400726.8 	2418293.0 	2510585.8 	2585312.3 	2610128.1 	2461511.7 	2564400.0 	2665057.6 	2676210.8 	2687921.7 	2747312.5 	2788300.5 	2850479.6 	2924648.4 	2961732.8 	2978183.8 
